studentId,timestamp,testId,mcq_correct,mcq_total,tf_correct,tf_total,mcq_question_1,mcq_answer_1,mcq_question_2,mcq_answer_2,mcq_question_3,mcq_answer_3,sa_question_1,sa_answer_1,sa_question_2,sa_answer_2,sa_question_3,sa_answer_3,sa_question_4,sa_answer_4,sa_question_5,sa_answer_5,sa_question_6,sa_answer_6,sa_question_7,sa_answer_7,sa_question_8,sa_answer_8,sa_question_9,sa_answer_9,sa_question_10,sa_answer_10,sa_question_11,sa_answer_11
S1ID11,2025-06-12T02:56:26.497Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",THREE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,9,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,2,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,27
S1ID12,2025-06-13T00:51:01.508Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",SIX HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,19
S1ID13,2025-06-14T05:36:01.713Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",NINE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,3,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,9,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,2,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,38
S1ID14,2025-06-15T02:41:58.423Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",SIX HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,5,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,22
S1ID15,2025-06-16T06:18:38.181Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",THREE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,8,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,7,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,29
S1ID16,2025-06-17T14:22:19.812Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",THREE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,3,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,Please type in how old you are (enter numeric values only):,41
S1ID17,2025-06-18T22:26:08.860Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",THREE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Either,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,8,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,Please type in how old you are (enter numeric values only):,19
S1ID18,2025-06-19T09:20:14.672Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",NINE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,9,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,9,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,32
S1ID19,2025-06-20T21:50:11.240Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",THREE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,3,How CALM or STRESSED do YOU feel RIGHT NOW?,7,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,35
S1ID20,2025-06-22T06:10:24.868Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",SIX HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,44
S1ID21,2025-06-23T02:10:58.634Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",THREE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,2,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,Please type in how old you are (enter numeric values only):,41
S1ID22,2025-06-24T14:52:59.712Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",THREE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Either,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,9,How CALM or STRESSED do YOU feel RIGHT NOW?,7,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,2,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,Please type in how old you are (enter numeric values only):,38
S1ID23,2025-06-25T20:24:43.873Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",NINE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,9,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,2,Please type in how old you are (enter numeric values only):,44
S1ID24,2025-06-26T09:20:14.672Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",TWELVE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,8,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,8,Please type in how old you are (enter numeric values only):,22
S1ID25,2025-06-27T02:10:58.634Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",NINE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,30
S1ID26,2025-06-28T20:24:43.873Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",THREE HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,Please type in how old you are (enter numeric values only):,42
S1ID27,2025-06-29T10:56:59.470Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",NINE HERTZ,Please indicate your sex:,Female,"When you hold a phone to your head for a call, which ear do you usually listen with?",Right,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,2,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,42
S1ID28,2025-06-30T10:57:02.301Z,bb_study1,0,0,0,0,"Please proceed with the auditory session in a separate window if you haven't already. Once you finish, return to this screen after completing the session. Type in 'OK', and press Submit to continue. ",SIX HERTZ,Please indicate your sex:,Male,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,2,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,35
