studentId,timestamp,testId,mcq_correct,mcq_total,tf_correct,tf_total,mcq_question_1,mcq_answer_1,mcq_question_2,mcq_answer_2,mcq_question_3,mcq_answer_3,mcq_question_4,mcq_answer_4,mcq_question_5,mcq_answer_5,sa_question_1,sa_answer_1,sa_question_2,sa_answer_2,sa_question_3,sa_answer_3,sa_question_4,sa_answer_4,sa_question_5,sa_answer_5,sa_question_6,sa_answer_6,sa_question_7,sa_answer_7,sa_question_8,sa_answer_8,sa_question_9,sa_answer_9,sa_question_10,sa_answer_10,sa_question_11,sa_answer_11,Q1,Q1_answer,Q2,Q2_answer,Q3,Q3_answer,Q1_rate,Q2_rate,Q3_rate
ID2.99,2025-07-24T06:30:54.294Z,bb_study2,0,4,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,5,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,Please type in how old you are (enter numeric values only):,19,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","When the session started I could not hear any sound, so I felt confused and worried that I had pressed the wrong settings, but then I remembered how earlier in the video you mentioned that that may happen, so I stopped worrying. During the 5 minute listening session I felt very calm and peaceful. I focused on my breathing, the sensation of air filling my lungs, and trying to listen for any kind of sound. As far as mental images go, I pictured a dark room with a candle glowing softly in the center. Sometimes the image of the candle would be replaced by a lotus flower (probably because my high school used to make us meditate and would tell us to picture a lotus blooming)","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","I was a little worried/stressed during the instruction period because I wanted to make sure that I did not accidentally adjust the settings incorrectly (I have a tendency to overthink and be extra cautious). The listening period was very peaceful and I enjoyed it. However, I was a little worried in the beginning because I could not hear anything.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",I can definitely see myself using an activity like this in my daily life. It seems like a good way to help my mind calm down and stop overthinking when I'm feeling stressed from classes and assignments.,1,0,1
ID2.88,2025-07-24T09:55:27.146Z,bb_study2,0,4,0,0,Please select the audio condition that you received:,BB Only,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,25,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","from the moment the sound began, i felt weird. i didn't expect the sound because when i clicked proceed, it immediately played the sound. i was slightly annoyed of the sound but in terms of thoughts, i thought of a singing bowl.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","at first, the sound was uncomfortable but as i kept listening, it became somewhat peaceful.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","i would definitely use if to help me focus and relax because i am easily stressed on a daily. with work, school, and being a people pleaser, i believe this could be part of my daily life if i commit to it.",0,0,1
ID2.108,2025-07-24T09:59:22.853Z,bb_study2,1,4,0,0,Please select the audio condition that you received:,Silence,Please indicate your sex:, Other,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,Please type in how old you are (enter numeric values only):,20,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","At first, It felt uneasy and not too pleasant for the ears. It had the feeling of emptiness, but as it progressed, i began to calm down. My breathing slowed down and my body relaxed. My mind stopped rushing from every single thought i had today. As my mind started to unwind, i felt peace, comfort, and free. When it ended, I felt peaceful and the calmness lingered for a little while.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","The process was clear and easy to follow. The instructions made it simple to open the links and know what to expect, which helped me feel comfortable going into the listening task. Even the sound was not pleasant at first, it calmed me down after a while. Also, the moment of silence when the sound ended was a bit uncomfortable, which felt a bit sudden, but as i said even then the calmness lingered afterward.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","Yes and i have previously used such activity to calm my self and to focus.The steady pink noise feels calming, and the gentle pulse helps me focus without being overwhelming. It would be easy to use for short breaks to reset during the day or at night to wind down, and I like that it doesn’t take much effort to fit into a routine.",1,1,1
ID2.111,2025-07-24T10:09:59.879Z,bb_study2,0,4,0,0,Please select the audio condition that you received:,Pink Noise only,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,7,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,Please type in how old you are (enter numeric values only):,20,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","I was shocked at the beginning to be fair actually somewhat scared, as it continued I kind of felt uneasy almost uncomfortable. I was thinking of all sorts of things honestly from my pending assignment and work to what I'm going to eat later; the audio really makes your brain active","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","very good instructions, uncomfortable sound but bearable","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",No. I would use other soother sounds though,-1,-1,-1
ID2.103,2025-07-24T10:39:49.088Z,bb_study2,0,4,0,0,Please select the audio condition that you received:,Pink Noise only,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,9,How CALM or STRESSED do YOU feel RIGHT NOW?,9,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,2,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,3,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,3,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,3,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,3,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,Please type in how old you are (enter numeric values only):,34,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",From the moment the sound began it felt so disturbing until it ended.,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","From the listening period, my impression was rather confused, and I felt uncomfortable just by listening.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",Absolutely not! I would prefer classical instrumental sounds to help me relax.,-1,-1,-1
ID2.93,2025-07-24T19:53:49.491Z,bb_study2,3,4,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Male,Which hand do you primarily use for writing?,Left Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?",Left Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,1,How CALM or STRESSED do YOU feel RIGHT NOW?,8,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,2,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,2,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,2,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,9,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,Please type in how old you are (enter numeric values only):,21,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","I basically pictured like a UFO when i heard the sound and it sounded abit spooky, gives abit of chills if you picture aliens and weird spiritual stuffs","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",i would say in between comfortable and uncomfortable but slightly leaning towards uncomfortable,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",Well i wouldn't recommend for it to be used as a sort of relax or focused audio but i would suggest for it to be used as a activity for instance playing hide and seek. making the game more fun just by adding the audio it creates a different vibe on playing the game compared to how we played it back then as a child.,-1,0,-1
ID2.116,2025-07-24T20:24:43.873Z,bb_study2,0,4,0,0,Please select the audio condition that you received:,Silence,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,7,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,5,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,20,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","Before the sound came on, I was already feeling disturbed but as soon it came on, my mind was calm and blank literally not thinking about anything. It was as if like I was in a mode of peace and stress relief era. It really helped my brain to calm.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","I was very comfortable with the entire process; nothing was hard to follow or do and overall, I'm very satisfied with the entire process","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","Yes, I do see this as a daily activity, but I wouldn't do it daily but do it twice a week as a form of relaxation and stress-free activity, because it honestly does help my brain relax and it provides that sense of peace and calmness.",1,1,1
ID2.94,2025-07-25T02:10:29.077Z,bb_study2,0,4,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,3,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,21,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","Beginning of the sound I felt calm, during the sound I had an flashback memory to my home island. A relief brought me after the sound ended","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","During the process of listening, It was comfortable and calmly where the sound can trigger memories and emotions.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","During the listening activity I noticed my breathing slowed and my mind felt less busy. It’s simple, doesn’t require special equipment, and gives me a break from screens. Doing this for even a few minutes could help me reset, improve focus, and manage stress.",1,1,1
ID2.74,2025-07-25T02:40:42.355Z,bb_study2,0,4,0,0,Please select the audio condition that you received:,Pink Noise only,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?",Left Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,5,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,2,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,48,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","Was anxious when I started, then started to feel relax, calm and focused.  I felt a sense of floating, I could visualize a serene waterfall, the sound of the water crashing over rocks.  This made me feel calm.  I visualized plants, particularly Monstera plants growing by the water and clear blue sky.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","I felt it was structured and very easy to follow.  The binaural beats with pink noise was comforting, it drew out my imaginary waterfall with crashing water and the plants particularly Monstera.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","Most definitely will consider doing this daily.  The experience is very relaxing and engaging too.  It helped me to refocus and reprioritize my schedule for the day.  It helps me escape into an imaginary space where I can be calm and away from everyday stress, helps my mind to relax and brings about inner peace.",1,1,1
ID2.106,2025-07-25T05:36:01.713Z,bb_study2,0,4,0,0,Please select the audio condition that you received:,Pink Noise only,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,8,How CALM or STRESSED do YOU feel RIGHT NOW?,3,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,4,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,3,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,20,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","From the moment the sound began, I was annoyed. I felt as though my mind went blank and was unable to focus or think on anything in particular.w","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",The instructions were clear and straight forward - easy to follow. The experience itself was quite uncomfortable as it was a struggle to try and listen to the sound for the entire duration.,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",I probably would not use this activity in my daily life if I were to focus or relax.,-1,-1,-1
ID2.104,2025-07-25T06:18:38.181Z,bb_study2,3,4,0,0,Please select the audio condition that you received:,Pink Noise only,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,6,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,4,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,21,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",Just feeling intrigued by the sound because its something new and also a bit irritated by the noise.,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","From the process, the only thing that made me a bit uncomfortable was the how the pink noise had sounded in the first round.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",Probably yes because I find it challenging when doing tasks.,0,0,1
ID2.97,2025-07-25T06:30:35.034Z,bb_study2,0,4,0,0,Please select the audio condition that you received:,BB + Pink Noise,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,5,How CALM or STRESSED do YOU feel RIGHT NOW?,5,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,5,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,5,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,6,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,8,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,6,Please type in how old you are (enter numeric values only):,21,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",I was just imagining a waterfall in a peaceful and friendly environment. I started to feel calm and at peace as continue listening and it gives me a sweet sensation to my ear. It was really nice listening to it.,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","My overall reaction was that it was really calming and also gave me a sense of relief. I felt a bit uncomfortable when it stopped for sometime and continued again, but it was really helpful as it helped with my stress and sweet to my ears.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","Yes, I can use it to help me feel relaxed and focus by doing this kinds of activity as it is really effective and could really shift my focus. I recommend doing this activity more often to improve my overall wellbeing I can say.",1,0,1
ID2.85,2025-07-25T07:50:21.909Z,bb_study2,0,4,0,0,Please select the audio condition that you received:,BB Only,Please indicate your sex:,Male,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,9,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,1,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,2,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,3,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,4,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,7,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,9,Please type in how old you are (enter numeric values only):,20,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ","When the sound began, it was a shock to my ears so i really felt irritated and frustrated because of loud noise but when i closed my eyes it started to begin little bit calming which was surprising, I figured it was the sound of rain in a rainforest or jungle so an image that popped in my head was that i was in a house or small cottage in the middle of a forest with my parents and it was raining heavily and It was nostalgic and gave a sense of home and peace.","Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",The process started with a uncomfortable but when it took time and when i got used to it I felt a sense of comfort and peace which is surprising.,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","Yes, definitely, this sound gave a sense of focus and relaxation maybe because i was wearing headphones and it was silent and all I could hear was the heavy rain and i will maybe use this a form of medidation.",1,0,1
ID2.105,2025-07-25T08:16:25.403Z,bb_study2,4,4,0,0,Please select the audio condition that you received:,Pink Noise only,Please indicate your sex:,Female,Which hand do you primarily use for writing?, Right Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,1,How CALM or STRESSED do YOU feel RIGHT NOW?,7,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,1,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,6,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,3,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,2,How CALM or STRESSED do YOU feel RIGHT NOW?,7,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,3,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,3,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,3,Please type in how old you are (enter numeric values only):,23,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",from my experience the sounds were uncomfortable,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?",the pink Noice in particular was very uncomfortable,"Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.",no. maybe a much calmer one would be used for a better experienced but the one i selected was not very enjoyable,-1,-1,-1
ID2.82,2025-07-25T09:20:08.529Z,bb_study2,0,4,0,0,Please select the audio condition that you received:,BB Only,Please indicate your sex:,Female,Which hand do you primarily use for writing?,Left Hand,"If you were to kick a ball towards a target, which foot would you naturally use?", Right Foot,"When you hold a phone to your head for a call, which ear do you usually listen with?", Right Ear,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,6,How CALM or STRESSED do YOU feel RIGHT NOW?,4,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,7,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,4,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,8,How HAPPY or UNHAPPY do YOU feel RIGHT NOW?,9,How CALM or STRESSED do YOU feel RIGHT NOW?,1,How AGITATED or PEACEFUL do YOU feel RIGHT NOW?,8,How FOCUSED or DISTRACTED do YOU feel RIGHT NOW?,9,How CONTENT or FRUSTRATED do you feel RIGHT NOW?,8,Please type in how old you are (enter numeric values only):,22,"Walk me through your experience from the moment the sound began to when it        ended. What specific feelings, sensations, or mental images came to mind during that time? ",mental and imagery and sensations is like being inside the sound where the tones feel like they're wrapping around my thoughts. reducing anxiety and stress. the specing feeiling,"Reflecting on the entire process, from the instructions to the listening period       itself, how would you describe your overall impression? Were there any aspects that made you feel       particularly comfortable or uncomfortable?","It’s like stepping into a liminal space—a threshold between waking and dreaming. The experience feels intentional, transformative, and deeply personal. Even without a body, I can imagine the emotional resonance it might carry.","Considering the effects you experienced, could you see yourself using an       activity like this in your daily life, for instance, to help you relax or focus? Please elaborate on your response.","On the flip side, beta or gamma frequencies could be like mental espresso. I’d use them before diving into deep work or creative flow. The entrainment would help quiet distractions and sharpen attention, almost like tuning a radio to a clearer signal. It’s not just about productivity—it’s about presence. Imagine ending a long day with theta or alpha waves gently lapping at the edges of consciousness. It would be like stepping into a warm bath of sound. I’d use it to unwind, to let go of overstimulation, and to create a boundary between the outer world and inner calm. The predictability of the tones could become a kind of auditory sanctuary—something the brain begins to associate with peace.",1,1,1
